"","X","AnimalName","AnimalGender","AnimalBirthMonth","BreedName","Borough","ZipCode","CommunityDistrict","CensusTract2010","NTA","CityCouncilDistrict","CongressionalDistrict","StateSenatorialDistrict","LicenseIssuedDate","LicenseExpiredDate","BirthYear","BirthMonth","LicenseIssuedYear","LicenseIssuedMonth","LicenseExpiredYear","LicenseExpiredMonth","index"
"543",66148,"ARCHIE","M",2015-06-01,"Manchester Terrier","Manhattan",10002,103,"12","MN28",1,12,26,2016-04-01,"04/03/2017","2015","06","2016","04","2017","04",464
"544",94265,"EDISON","M",2015-07-01,"Labrador Retriever","Manhattan",10023,107,"159","MN14",6,10,29,2016-04-01,"04/26/2017","2015","07","2016","04","2017","04",465
"545",8965,"NEO","M",2015-07-01,"Yorkshire Terrier","Queens",11385,405,"549","QN20",34,7,12,2016-04-01,"04/01/2017","2015","07","2016","04","2017","04",466
"546",42077,"T-BONE","M",2015-07-01,"Chihuahua","Brooklyn",11228,310,"208","BK30",43,11,22,2016-04-01,"04/15/2017","2015","07","2016","04","2017","04",467
"547",86802,"WOLFGANG","M",2015-09-01,"Maltese","Manhattan",10028,108,"14601","MN32",5,12,28,2016-04-01,"04/07/2017","2015","09","2016","04","2017","04",468
"548",4366,"ZOEY","F",2015-09-01,"American Pit Bull Terrier/Pit Bull","Queens",11427,413,"1301","QN43",23,3,11,2016-04-01,"04/25/2017","2015","09","2016","04","2017","04",469
"549",18831,"HUNTER","M",2015-10-01,"Maltese","Queens",11378,405,"595","QN20",30,7,15,2016-04-01,"04/10/2017","2015","10","2016","04","2017","04",470
"550",46662,"UNKOWN","M",2015-10-01,"Maltese Crossbreed","Brooklyn",11223,313,"382","BK26",47,11,23,2016-04-01,"04/24/2017","2015","10","2016","04","2017","04",471
"551",994,"GINGER","F",2015-10-01,"Shih Tzu","Queens",11691,414,"97203","QN12",31,5,10,2016-04-01,"04/01/2017","2015","10","2016","04","2017","04",472
"552",46497,"BEAR","M",2015-10-01,"Maltese Crossbreed","Staten Island",10304,501,"40","SI08",49,11,23,2016-04-01,"04/01/2017","2015","10","2016","04","2017","04",473
"553",66398,"COLT","M",2015-11-01,"Boston Terrier","Manhattan",10002,103,"6","MN28",1,7,26,2016-04-01,"04/22/2017","2015","11","2016","04","2017","04",474
"554",52897,"CODY","M",2015-12-01,"Boxer","Staten Island",10308,503,"13203","SI54",51,11,24,2016-04-01,"04/19/2017","2015","12","2016","04","2017","04",475
"555",76249,"CHARLIE","M",2015-12-01,"Cavalier King Charles Spaniel","Manhattan",10019,104,"133","MN15",3,10,27,2016-04-01,"04/23/2017","2015","12","2016","04","2017","04",476
"556",66483,"LUNA","F",2016-01-01,"French Bulldog","Manhattan",10005,101,"7","MN25",1,10,26,2016-04-01,"04/29/2017","2016","01","2016","04","2017","04",477
"557",87019,"MILO","M",2016-01-01,"Australian Shepherd","Manhattan",10016,105,"56","MN13",2,12,28,2016-04-01,"04/18/2017","2016","01","2016","04","2017","04",478
"558",12724,"BROOKS","M",2016-01-01,"Labrador Retriever Crossbreed","Queens",11105,401,"105","QN72",22,14,13,2016-04-01,"04/14/2019","2016","01","2016","04","2019","04",479
"559",109324,"LYKIN","M",2016-01-01,"American Pit Bull Terrier/Pit Bull","Bronx",10472,209,"44","BX55",18,15,32,2016-04-01,"04/30/2017","2016","01","2016","04","2017","04",480
"560",75704,"MISO","M",2016-01-01,"Chihuahua","Manhattan",10001,104,"91","MN13",3,12,27,2016-04-01,"04/01/2017","2016","01","2016","04","2017","04",481
"561",37931,"SUNNY","F",2016-01-01,"Labradoodle","Brooklyn",11217,306,"159","BK37",39,9,21,2016-04-01,"04/29/2017","2016","01","2016","04","2017","04",482
"562",22993,"N/A","M",2016-01-01,"Australian Shepherd","Queens",11367,408,"122702","QN38",24,6,16,2016-04-01,"04/08/2017","2016","01","2016","04","2017","04",483
"563",15044,"NAMENOTPROVIDED","M",2016-01-01,"Shih Tzu","Queens",11434,412,"366","QN08",27,5,14,2016-04-01,"04/01/2017","2016","01","2016","04","2017","04",484
"564",31841,"UNKNOWN","M",2016-01-01,"German Shepherd Crossbreed","Brooklyn",11234,318,"670","BK45",46,8,19,2016-04-01,"04/06/2017","2016","01","2016","04","2017","04",485
"565",53108,"UNKNOWN","F",2016-02-01,"Poodle Crossbreed","Staten Island",10309,503,"198","SI01",51,11,24,2016-04-01,"04/30/2017","2016","02","2016","04","2017","04",486
"566",87015,"QUINCY","M",2016-02-01,"Bernese Mountain Dog","Manhattan",10003,106,"50","MN21",2,12,28,2016-04-01,"04/18/2018","2016","02","2016","04","2018","04",487
"567",59755,"SODA","F",2016-02-01,"Australian Shepherd","Brooklyn",11231,306,"59","BK33",38,7,25,2016-04-01,"04/19/2018","2016","02","2016","04","2018","04",488
"568",94041,"PRINCESA","F",2016-02-01,"Yorkshire Terrier","Bronx",10451,204,"63","BX63",8,15,29,2016-04-01,"04/02/2017","2016","02","2016","04","2017","04",489
"569",4631,"YUMMY","F",2014-01-01,"German Shepherd Crossbreed","Queens",11361,411,"1099","QN46",19,6,11,2016-05-01,"06/25/2017","2014","01","2016","05","2017","06",490
"570",38037,"RHINO","M",2014-01-01,"Poodle","Brooklyn",11218,312,"228","BK88",39,10,21,2016-05-01,"05/14/2017","2014","01","2016","05","2017","05",491
"571",12952,"TINO","M",2014-01-01,"Morkie","Queens",11372,403,"283","QN28",25,14,13,2016-05-01,"05/25/2017","2014","01","2016","05","2017","05",492
"572",87565,"MARLEY","M",2014-03-01,"Labrador Retriever","Manhattan",10065,108,"110","MN31",5,12,28,2016-05-01,"05/15/2017","2014","03","2016","05","2017","05",493
"573",66529,"GRADY","M",2014-04-01,"Chihuahua Crossbreed","Brooklyn",11201,302,"9","BK09",33,7,26,2016-05-01,"05/03/2019","2014","04","2016","05","2019","05",494
"574",1132,"BROWNIE","F",2014-04-01,"American Pit Bull Terrier/Pit Bull","Queens",11691,414,"103202","QN15",31,5,10,2016-05-01,"07/12/2017","2014","04","2016","05","2017","07",495
"575",114961,"MILEY","F",2014-05-01,"Golden Retriever","Bronx",10463,208,"30701","BX22",11,16,34,2016-05-01,"05/06/2017","2014","05","2016","05","2017","05",496
"576",105518,"MAXX","M",2014-05-01,"Brittany Spaniel","Manhattan",10040,112,"283","MN35",10,13,31,2016-05-01,"05/21/2017","2014","05","2016","05","2017","05",497
"577",105396,"TONY","M",2014-07-01,"Poodle Crossbreed","Manhattan",10036,104,"117","MN13",3,10,31,2016-05-01,"05/12/2017","2014","07","2016","05","2017","05",498
"578",118021,"BELLA","F",2014-08-01,"Pug","Bronx",10466,212,"408","BX44",12,16,36,2016-05-01,"05/24/2017","2014","08","2016","05","2017","05",499
"579",99902,"NAMENOTPROVIDED","F",2014-09-01,"Cavalier King Charles Spaniel","Manhattan",10025,107,"193","MN09",7,13,30,2016-05-01,"12/04/2016","2014","09","2016","05","2016","12",500
"580",111580,"CHARLIE","M",2014-10-01,"Boston Terrier","Bronx",10462,211,"236","BX37",15,14,33,2016-05-01,"05/21/2017","2014","10","2016","05","2017","05",501
"581",115015,"TERRA","F",2014-10-01,"Siberian Husky","Bronx",10462,209,"92","BX59",18,14,34,2016-05-01,"05/11/2017","2014","10","2016","05","2017","05",502
"582",94347,"HOUSTON","M",2014-10-01,"French Bulldog","Manhattan",10024,107,"169","MN12",6,10,29,2016-05-01,"05/07/2017","2014","10","2016","05","2017","05",503
"583",94571,"COCO","F",2014-11-01,"Australian Shepherd","Manhattan",10044,108,"23801","MN31",5,12,29,2016-05-01,"02/02/2017","2014","11","2016","05","2017","02",504
"584",87733,"NEPTUNE","M",2014-12-01,"Poodle","Manhattan",10003,106,"48","MN21",2,12,28,2016-05-01,"03/15/2017","2014","12","2016","05","2017","03",505
"585",76631,"AMELIA","F",2014-12-01,"Cocker Spaniel","Manhattan",10011,104,"81","MN13",3,12,27,2016-05-01,"05/08/2017","2014","12","2016","05","2017","05",506
"586",76617,"GRACIE","F",2015-01-01,"American Pit Bull Mix / Pit Bull Mix","Manhattan",10019,104,"133","MN15",3,10,27,2016-05-01,"05/07/2017","2015","01","2016","05","2017","05",507
"587",94326,"DAISY","F",2015-01-01,"Chihuahua Crossbreed","Manhattan",10029,111,"170","MN33",8,13,29,2016-05-01,"05/03/2019","2015","01","2016","05","2019","05",508
"588",19082,"ARES","M",2015-03-01,"Miniature Schnauzer","Queens",11692,414,"94203","QN12",32,5,15,2016-05-01,"05/02/2018","2015","03","2016","05","2018","05",509
"589",66824,"DIA","F",2015-04-01,"Weimaraner","Manhattan",10012,102,"49","MN24",1,10,26,2016-05-01,"07/21/2021","2015","04","2016","05","2021","07",510
"590",32085,"UNKNOWN","F",2015-04-01,"Chihuahua Crossbreed","Brooklyn",11234,318,"746","BK58",45,9,19,2016-05-01,"05/21/2017","2015","04","2016","05","2017","05",511
"591",38111,"ROCKY","M",2015-05-01,"Terrier Crossbreed","Brooklyn",11215,306,"165","BK37",39,9,21,2016-05-01,"05/26/2017","2015","05","2016","05","2017","05",512
"592",19241,"RABI","M",2015-06-01,"Schnauzer, Standard","Queens",11693,414,"94203","QN12",32,5,15,2016-05-01,"05/13/2017","2015","06","2016","05","2017","05",513
"593",115140,"FINN","M",2015-07-01,"Boxer","Bronx",10465,210,"27401","BX10",13,14,34,2016-05-01,"05/22/2021","2015","07","2016","05","2021","05",514
"594",38115,"OZZIE","M",2015-09-01,"Miniature Schnauzer","Brooklyn",11215,307,"149","BK37",39,9,21,2016-05-01,"05/26/2017","2015","09","2016","05","2017","05",515
"595",77044,"SLOPPY","M",2015-10-01,"French Bulldog","Manhattan",10019,104,"135","MN15",3,10,27,2016-05-01,"05/23/2017","2015","10","2016","05","2017","05",516
"596",94325,"GIGIA","F",2015-11-01,"Golden Retriever","Manhattan",10029,111,"172","MN33",8,13,29,2016-05-01,"05/03/2019","2015","11","2016","05","2019","05",517
"597",34641,"BERT","M",2015-12-01,"American English Coonhound","Brooklyn",11238,308,"215","BK64",35,9,20,2016-05-01,"05/10/2017","2015","12","2016","05","2017","05",518
"598",53373,"MURPHY","M",2015-12-01,"Plott","Staten Island",10314,502,"18702","SI05",50,11,24,2016-05-01,"05/14/2017","2015","12","2016","05","2017","05",519
"599",111561,"SALEEN","F",2016-01-01,"American Pit Bull Mix / Pit Bull Mix","Bronx",10462,211,"230","BX37",15,14,33,2016-05-01,"05/17/2017","2016","01","2016","05","2017","05",520
"600",76886,"UNKNOWN","F",2016-01-01,"French Bulldog","Manhattan",10001,104,"99","MN13",3,10,27,2016-05-01,"05/17/2017","2016","01","2016","05","2017","05",521
"601",105605,"WINSTON","M",2016-01-01,"Poodle Crossbreed","Manhattan",10032,112,"255","MN36",10,13,31,2016-05-01,"05/29/2017","2016","01","2016","05","2017","05",522
"602",38108,"LOKI","M",2016-01-01,"German Shepherd Crossbreed","Brooklyn",11226,314,"51002","BK42",40,9,21,2016-05-01,"05/25/2017","2016","01","2016","05","2017","05",523
"603",76598,"UNKNOWN","M",2016-01-01,"Welsh Corgi, Pembroke","Manhattan",10036,104,"115","MN15",3,10,27,2016-05-01,"05/06/2017","2016","01","2016","05","2017","05",524
"604",94307,"JACK","M",2016-01-01,"Chihuahua Crossbreed","Manhattan",10029,111,"166","MN33",8,13,29,2016-05-01,"05/01/2021","2016","01","2016","05","2021","05",525
"605",94400,"TOBY","M",2016-01-01,"Goldendoodle","Manhattan",10023,107,"159","MN14",6,10,29,2016-05-01,"05/12/2017","2016","01","2016","05","2017","05",526
"606",19384,"SIMBA","M",2016-02-01,"Poodle","Queens",11416,409,"42","QN53",32,7,15,2016-05-01,"05/26/2017","2016","02","2016","05","2017","05",527
"607",87501,"REECE","F",2016-02-01,"Goldendoodle","Manhattan",10075,108,"138","MN32",5,12,28,2016-05-01,"05/12/2017","2016","02","2016","05","2017","05",528
"608",46915,"SUNNY","M",2016-02-01,"Shetland Sheepdog","Brooklyn",11223,313,"37402","BK26",47,11,23,2016-05-01,"05/21/2017","2016","02","2016","05","2017","05",529
"609",66594,"WALLY","M",2016-02-01,"Shiba Inu","Manhattan",10005,101,"7","MN25",1,10,26,2016-05-01,"05/08/2017","2016","02","2016","05","2017","05",530
"610",25442,"UNKNOWN","M",2016-02-01,"Labrador Retriever","Brooklyn",11229,315,"642","BK44",48,9,17,2016-05-01,"05/04/2017","2016","02","2016","05","2017","05",531
"611",109484,"FUDGE","F",2016-02-01,"Chihuahua Crossbreed","Bronx",10456,203,"133","BX35",16,15,32,2016-05-01,"05/26/2017","2016","02","2016","05","2017","05",532
"612",77057,"ZENA","F",2016-02-01,"Labrador Retriever Crossbreed","Manhattan",10014,102,"37","MN24",3,10,27,2016-05-01,"05/23/2017","2016","02","2016","05","2017","05",533
"613",9373,"JC","M",2016-03-01,"Morkie","Queens",11104,402,"18102","QN31",26,14,12,2016-05-01,"05/19/2017","2016","03","2016","05","2017","05",534
"614",115066,"MONKEY","M",2016-03-01,"Yorkshire Terrier","Bronx",10464,210,"516","BX10",13,14,34,2016-05-01,"05/14/2017","2016","03","2016","05","2017","05",535
"615",94560,"NALA","F",2016-03-01,"Yorkshire Terrier","Manhattan",10029,111,"170","MN33",8,13,29,2016-05-01,"05/28/2017","2016","03","2016","05","2017","05",536
"616",66861,"COSETTE","F",2016-03-01,"French Bulldog","Manhattan",10013,101,"33","MN24",1,10,26,2016-05-01,"05/27/2017","2016","03","2016","05","2017","05",537
"617",9557,"DUNKIN","M",2014-01-01,"Chihuahua","Queens",11102,401,"81","QN71",22,12,12,2016-06-01,"06/08/2017","2014","01","2016","06","2017","06",538
"618",115346,"BELLA","F",2014-02-01,"American Pit Bull Terrier/Pit Bull","Bronx",10473,209,"2","BX09",18,15,34,2016-06-01,"05/07/2017","2014","02","2016","06","2017","05",539
"619",77858,"ROCKET","M",2014-02-01,"Unknown","Manhattan",10011,104,"81","MN13",3,12,27,2016-06-01,"06/12/2017","2014","02","2016","06","2017","06",540
"620",88183,"CHLOE","F",2014-02-01,"Shetland Sheepdog","Manhattan",10075,108,"136","MN32",5,12,28,2016-06-01,"06/17/2017","2014","02","2016","06","2017","06",541
"621",60362,"DAKOTA","F",2014-02-01,"Unknown","Brooklyn",11217,302,"71","BK38",33,7,25,2016-06-01,"08/23/2017","2014","02","2016","06","2017","08",542
"622",77800,"NAHLA","F",2014-04-01,"Rottweiler","Manhattan",10014,102,"37","MN24",3,10,27,2016-06-01,"07/28/2017","2014","04","2016","06","2017","07",543
"623",77458,"ROY","M",2014-05-01,"Labrador Retriever","Manhattan",10036,104,"121","MN15",3,10,27,2016-06-01,"06/11/2017","2014","05","2016","06","2017","06",544
"624",67171,"SCOUT","F",2014-05-01,"Australian Cattledog","Brooklyn",11231,306,"65","BK33",39,7,26,2016-06-01,"06/18/2017","2014","05","2016","06","2017","06",545
"625",88391,"GINGER","F",2014-05-01,"Unknown","Manhattan",10128,108,"154","MN32",5,12,28,2016-06-01,"08/27/2017","2014","05","2016","06","2017","08",546
"626",42624,"GORGONZOLA","F",2014-06-01,"Australian Shepherd","Brooklyn",11209,310,"38","BK31",43,11,22,2016-06-01,"04/24/2018","2014","06","2016","06","2018","04",547
"627",109552,"JD","M",2014-06-01,"American Pit Bull Mix / Pit Bull Mix","Bronx",10456,203,"133","BX35",16,15,32,2016-06-01,"06/11/2017","2014","06","2016","06","2017","06",548
"628",60357,"NENE","M",2014-07-01,"Shih Tzu","Brooklyn",11221,303,"375","BK35",41,8,25,2016-06-01,"06/22/2017","2014","07","2016","06","2017","06",549
"629",1264,"SAM","M",2014-07-01,"Rottweiler","Queens",11420,410,"176","QN55",28,5,10,2016-06-01,"06/04/2017","2014","07","2016","06","2017","06",550
"630",99960,"MILO","M",2014-08-01,"Yorkshire Terrier","Manhattan",10024,107,"173","MN12",6,10,30,2016-06-01,"06/03/2021","2014","08","2016","06","2021","06",551
"631",1215,"SAMANTHA","F",2014-08-01,"German Shepherd Dog","Queens",11417,410,"94","QN55",32,5,10,2016-06-01,"06/02/2017","2014","08","2016","06","2017","06",552
"632",99958,"LUNA","F",2014-08-01,"Yorkshire Terrier","Manhattan",10024,107,"173","MN12",6,10,30,2016-06-01,"06/03/2021","2014","08","2016","06","2021","06",553
"633",13132,"NOAH","M",2014-09-01,"American Pit Bull Mix / Pit Bull Mix","Queens",11377,401,"163","QN70",26,14,13,2016-06-01,"06/30/2017","2014","09","2016","06","2017","06",554
"634",99990,"WAFFLES","M",2014-10-01,"Yorkshire Terrier","Manhattan",10026,110,"216","MN11",9,13,30,2016-06-01,"03/17/2017","2014","10","2016","06","2017","03",555
"635",23485,"JETSKI","M",2014-11-01,"Labrador Retriever Crossbreed","Queens",11355,407,"1201","QN52",20,6,16,2016-06-01,"06/26/2017","2014","11","2016","06","2017","06",556
"636",53826,"SHEA","F",2014-12-01,"Unknown","Staten Island",10306,503,"13204","SI25",51,11,24,2016-06-01,"08/25/2017","2014","12","2016","06","2017","08",557
"637",120912,"ROCKY","M",2014-12-01,"Brittany Spaniel","Queens",11361,NA,"NULL","NULL",NA,NA,NA,2016-06-01,"04/30/2018","2014","12","2016","06","2018","04",558
"638",77726,"GIZMO","M",2015-03-01,"Cavalier King Charles Spaniel","Manhattan",10010,106,"60","MN50",4,12,27,2016-06-01,"06/22/2019","2015","03","2016","06","2019","06",559
"639",88371,"MEMPHIS","F",2015-04-01,"Bull Dog, English","Manhattan",10001,105,"58","MN13",2,12,28,2016-06-01,"06/28/2017","2015","04","2016","06","2017","06",560
"640",120706,"JOSEY","F",2015-04-01,"Jack Russell Terrier","Manhattan",10033,NA,"NULL","NULL",NA,NA,NA,2016-06-01,"06/03/2017","2015","04","2016","06","2017","06",561
"641",53808,"BITSY","F",2015-04-01,"Dachshund","Staten Island",10306,503,"12806","SI25",50,11,24,2016-06-01,"06/09/2017","2015","04","2016","06","2017","06",562
"642",42570,"ZEUS","M",2015-05-01,"American Pit Bull Terrier/Pit Bull","Brooklyn",11229,315,"628","BK17",46,9,22,2016-06-01,"07/27/2017","2015","05","2016","06","2017","07",563
"643",47102,"SIMON","M",2015-05-01,"Yorkshire Terrier","Brooklyn",11214,311,"288","BK28",47,11,23,2016-06-01,"07/09/2017","2015","05","2016","06","2017","07",564
"644",34877,"DUCKY","M",2015-06-01,"Chihuahua","Brooklyn",11217,306,"159","BK37",39,9,20,2016-06-01,"06/30/2017","2015","06","2016","06","2017","06",565
"645",60387,"RED","M",2015-06-01,"Dachshund Crossbreed","Brooklyn",11221,303,"291","BK35",36,8,25,2016-06-01,"06/26/2017","2015","06","2016","06","2017","06",566
"646",77644,"WEMBLEY","M",2015-06-01,"American Eskimo dog","Manhattan",10001,104,"99","MN13",3,10,27,2016-06-01,"08/15/2017","2015","06","2016","06","2017","08",567
"647",87977,"SPARTUS","M",2015-07-01,"Labrador Retriever","Manhattan",10016,106,"80","MN20",4,12,28,2016-06-01,"06/08/2017","2015","07","2016","06","2017","06",568
"648",67056,"KRYPTO","M",2015-07-01,"Golden Retriever","Manhattan",10009,103,"2202","MN28",2,12,26,2016-06-01,"06/10/2017","2015","07","2016","06","2017","06",569
"649",115377,"MOLLY","F",2015-09-01,"Labrador Retriever Crossbreed","Bronx",10461,210,"26602","BX10",13,14,34,2016-06-01,"06/19/2017","2015","09","2016","06","2017","06",570
"650",77906,"ZEUS","M",2015-11-01,"Boxer","Manhattan",10011,105,"54","MN13",3,12,27,2016-06-01,"06/30/2017","2015","11","2016","06","2017","06",571
"651",9747,"GINGER","F",2015-11-01,"Maltipoo","Queens",11101,401,"33","QN68",26,12,12,2016-06-01,"06/25/2021","2015","11","2016","06","2021","06",572
"652",88336,"NELLIE","F",2015-12-01,"Labradoodle","Manhattan",10022,106,"98","MN19",4,12,28,2016-06-01,"06/27/2017","2015","12","2016","06","2017","06",573
"653",120787,"CHIKITO","M",2015-12-01,"Unknown","Brooklyn",11236,NA,"NULL","NULL",NA,NA,NA,2016-06-01,"06/14/2017","2015","12","2016","06","2017","06",574
"654",94698,"RUBY","F",2015-12-01,"Golden Retriever","Manhattan",10023,107,"157","MN14",6,10,29,2016-06-01,"06/11/2018","2015","12","2016","06","2018","06",575
"655",87966,"MASON","M",2016-02-01,"Border Collie","Manhattan",10028,108,"14802","MN40",4,12,28,2016-06-01,"06/07/2017","2016","02","2016","06","2017","06",576
"656",88047,"UNKNOWN","M",2016-02-01,"Siberian Husky","Manhattan",10010,106,"66","MN20",2,12,28,2016-06-01,"06/10/2017","2016","02","2016","06","2017","06",577
"657",29079,"GLYPH","M",2016-02-01,"Jack Russell Terrier","Brooklyn",11211,301,"551","BK73",34,7,18,2016-06-01,"06/12/2017","2016","02","2016","06","2017","06",578
"658",77266,"LOLA","F",2016-02-01,"Catahoula Leopard Dog","Manhattan",10010,106,"60","MN50",4,12,27,2016-06-01,"06/03/2017","2016","02","2016","06","2017","06",579
"659",77312,"SID","F",2016-03-01,"German Shepherd Crossbreed","Manhattan",10009,103,"32","MN22",2,12,27,2016-06-01,"06/05/2017","2016","03","2016","06","2017","06",580
"660",47197,"UNKOWN","F",2016-03-01,"Chihuahua Crossbreed","Staten Island",10305,502,"74","SI14",50,11,23,2016-06-01,"06/27/2017","2016","03","2016","06","2017","06",581
"661",115221,"AUGGIE","M",2016-03-01,"Portuguese Water Dog","Bronx",10463,208,"309","BX22",11,16,34,2016-06-01,"06/02/2017","2016","03","2016","06","2017","06",582
"662",19468,"DUKE","M",2016-03-01,"Maltese","Queens",11378,405,"601","QN30",30,6,15,2016-06-01,"06/03/2017","2016","03","2016","06","2017","06",583
"663",77636,"PHOEBE","F",2016-03-01,"Havanese","Manhattan",10011,104,"93","MN13",3,10,27,2016-06-01,"06/18/2017","2016","03","2016","06","2017","06",584
"664",77771,"SANDOR","M",2016-03-01,"Chinese Shar-Pei","Manhattan",10023,107,"155","MN14",6,10,27,2016-06-01,"06/24/2018","2016","03","2016","06","2018","06",585
"665",105870,"WINTER","M",2016-04-01,"Yorkshire Terrier","Manhattan",10040,112,"279","MN35",10,13,31,2016-06-01,"06/22/2017","2016","04","2016","06","2017","06",586
"666",120830,"N/A","M",2016-04-01,"Beagle","Queens",11378,NA,"NULL","NULL",NA,NA,NA,2016-06-01,"06/19/2017","2016","04","2016","06","2017","06",587
"667",67198,"UNKNOWN","M",2016-04-01,"Pomeranian","Manhattan",10038,101,"7","MN25",1,10,26,2016-06-01,"06/19/2017","2016","04","2016","06","2017","06",588
"668",109602,"KING","M",2016-04-01,"Dachshund Crossbreed","Bronx",10472,209,"72","BX55",18,15,32,2016-06-01,"06/22/2017","2016","04","2016","06","2017","06",589
"669",94869,"UNKNOWN","M",2016-05-01,"Yorkshire Terrier","Bronx",10454,201,"39","BX39",8,15,29,2016-06-01,"06/30/2017","2016","05","2016","06","2017","06",590
"670",109740,"HARLEY","F",2014-01-01,"Pomeranian","Bronx",10461,210,"204","BX59",18,14,32,2016-07-01,"06/17/2017","2014","01","2016","07","2017","06",591
"671",69636,"SPARKY","M",2014-01-01,"Chihuahua","Manhattan",10009,106,"44","MN50",4,12,27,2016-07-01,"08/04/2017","2014","01","2016","07","2017","08",592
"672",38406,"TIMBER","M",2014-04-01,"Labradoodle","Brooklyn",11217,306,"159","BK37",39,9,21,2016-07-01,"07/04/2018","2014","04","2016","07","2018","07",593
"673",23601,"MIRU","M",2014-04-01,"Poodle, Toy","Queens",11367,408,"809","QN37",24,6,16,2016-07-01,"04/28/2017","2014","04","2016","07","2017","04",594
"674",106319,"BACI","F",2014-05-01,"Jack Russell Terrier","Manhattan",10024,107,"171","MN12",6,10,31,2016-07-01,"07/27/2021","2014","05","2016","07","2021","07",595
"675",105992,"AOIFE","F",2014-05-01,"Labrador Retriever","Manhattan",10024,107,"175","MN12",6,10,31,2016-07-01,"08/26/2017","2014","05","2016","07","2017","08",596
"676",60576,"KELSO","F",2014-06-01,"Unknown","Brooklyn",11217,302,"33","BK68",35,8,25,2016-07-01,"07/13/2017","2014","06","2016","07","2017","07",597
"677",89016,"SCHATZIE","F",2014-06-01,"Brittany Spaniel","Manhattan",10065,108,"122","MN40",4,12,28,2016-07-01,"09/26/2017","2014","06","2016","07","2017","09",598
"678",13150,"LUNA","F",2014-06-01,"Bull Dog, French","Queens",11370,401,"317","QN72",22,14,13,2016-07-01,"08/16/2017","2014","06","2016","07","2017","08",599
"679",100493,"CHELSEA","F",2014-09-01,"Jack Russell Terrier","Manhattan",10025,107,"185","MN12",7,10,30,2016-07-01,"07/26/2017","2014","09","2016","07","2017","07",600
"680",47524,"ODIN","M",2014-11-01,"Labrador Retriever","Staten Island",10301,501,"81","SI22",49,11,23,2016-07-01,"02/12/2017","2014","11","2016","07","2017","02",601
"681",54513,"ROCKY","M",2014-11-01,"American Pit Bull Mix / Pit Bull Mix","Staten Island",10308,503,"14607","SI54",51,11,24,2016-07-01,"07/17/2017","2014","11","2016","07","2017","07",602
"682",20001,"ROCKY","M",2014-12-01,"American Bully","Queens",11385,405,"579","QN19",30,6,15,2016-07-01,"07/17/2017","2014","12","2016","07","2017","07",603
"683",1411,"PAPI","M",2014-12-01,"Chihuahua Crossbreed","Queens",11691,414,"99801","QN15",31,5,10,2016-07-01,"07/17/2017","2014","12","2016","07","2017","07",604
"684",78559,"MARCO","M",2014-12-01,"Siberian Husky","Manhattan",10009,106,"44","MN50",4,12,27,2016-07-01,"07/29/2017","2014","12","2016","07","2017","07",605
"685",115668,"MARGARITA","F",2015-03-01,"Chihuahua","Bronx",10465,210,"118","BX52",13,14,34,2016-07-01,"07/15/2017","2015","03","2016","07","2017","07",606
"686",78431,"PEPPER","F",2015-05-01,"Australian Cattledog","Manhattan",10009,106,"44","MN50",4,12,27,2016-07-01,"07/23/2021","2015","05","2016","07","2021","07",607
"687",100306,"BO","M",2015-05-01,"Labrador Retriever","Manhattan",10025,107,"189","MN12",7,13,30,2016-07-01,"09/02/2017","2015","05","2016","07","2017","09",608
"688",42927,"BEAR","M",2015-05-01,"French Bulldog","Brooklyn",11235,315,"616","BK17",48,8,22,2016-07-01,"07/01/2017","2015","05","2016","07","2017","07",609
"689",78029,"EVANGELINE","F",2015-06-01,"Brittany Spaniel","Manhattan",10011,104,"87","MN13",3,12,27,2016-07-01,"08/31/2017","2015","06","2016","07","2017","08",610
"690",47494,"MIA","F",2015-06-01,"American Pit Bull Mix / Pit Bull Mix","Staten Island",10303,501,"31901","SI12",49,11,23,2016-07-01,"09/24/2017","2015","06","2016","07","2017","09",611
"691",9837,"LIL","M",2015-06-01,"Parson Russell Terrier","Queens",11105,401,"117","QN72",22,14,12,2016-07-01,"07/03/2017","2015","06","2016","07","2017","07",612
"692",115531,"SASHA","F",2015-07-01,"Siberian Husky","Bronx",10473,209,"2","BX09",18,15,34,2016-07-01,"07/06/2017","2015","07","2016","07","2017","07",613
"693",43020,"JAGGER","M",2015-08-01,"Poodle, Standard","Brooklyn",11209,310,"50","BK31",43,11,22,2016-07-01,"07/23/2017","2015","08","2016","07","2017","07",614
"694",111828,"BELLA","F",2015-09-01,"Maltese Crossbreed","Bronx",10458,206,"389","BX06",15,15,33,2016-07-01,"07/25/2017","2015","09","2016","07","2017","07",615
"695",35021,"COOKIE","F",2015-10-01,"American Pit Bull Mix / Pit Bull Mix","Brooklyn",11203,317,"870","BK91",41,9,20,2016-07-01,"07/25/2017","2015","10","2016","07","2017","07",616
"696",88497,"HATTIE","F",2015-11-01,"Labrador Retriever","Manhattan",10016,105,"72","MN20",2,12,28,2016-07-01,"07/04/2017","2015","11","2016","07","2017","07",617
"697",88471,"HENRY","M",2015-11-01,"Chihuahua Crossbreed","Manhattan",10022,106,"10601","MN19",4,12,28,2016-07-01,"07/01/2018","2015","11","2016","07","2018","07",618
